Title,Season,Episode,Description,Duration,Year,Director,Rating
"The Curse of Peladon, Part One",9,5,"<p>The Doctor and Jo arrive on the medieval planet Peladon, where the Doctor is mistaken for the Earth Delegate of the Galactic Federation and Jo is mistaken for a princess. Where the Doctor uncovers a conspiracy, as he exposes the evil scheme of the high-priest Hepesh who bids to prevent King Peladon from joining the galactic Federation.</p>",25,1972,Lennie Mayne,7.5
"The Curse of Peladon, Part Two",9,6,<p>The Doctor is convinced the Ice Warriors are trying to sabotage the conference but his attempts to prove it see him accused of sacrilege.</p>,25,1972,Lennie Mayne,7.7
"The Curse of Peladon, Part Three",9,7,<p>The Doctor is sentenced to fight Grun to the death and his attempt to escape leads to an encounter with Aggedor.</p>,25,1972,Lennie Mayne,7.5
"The Curse of Peladon, Part Four",9,8,<p>Hepesh's plan has been exposed but he is still determined to prevent Peladon joining the Galactic Federation by leading a rebellion against the King.</p>,25,1972,Lennie Mayne,7.5
"The Sea Devils, Part One",9,9,<p>The Doctor and Jo visit the Master at his island prison where the Doctor becomes curious about a number of ships sinking in the area.</p>,25,1972,Michael E Briant,7.8
"The Sea Devils, Part Two",9,10,<p>The Doctor and Jo are trapped on the fort by a Sea Devil while the Master convinces Trenchard to help him steal some electronic components.</p>,25,1972,Michael E Briant,7.7
"The Sea Devils, Part Three",9,11,<p>The Doctor is held prisoner by Trenchard while the Master attempts to contact the Sea Devils.</p>,25,1972,Michael E Briant,7.8
"The Sea Devils, Part Four",9,12,"<p>The Sea Devils attack the island prison and rescue the Master, prompting the Doctor to venture underwater to try and contact them.</p>",25,1972,Michael E Briant,7.7
"The Sea Devils, Part Five",9,13,"<p>The Doctor is taken to the Sea Devils' underwater colony where he tries to make peace with the creatures, only for the navy to attack the base.</p>",25,1972,Michael E Briant,7.8
"The Sea Devils, Part Six",9,14,<p>The Sea Devils take over the naval base and the Doctor is forced to help the Master find a way to revive their colony.</p>,25,1972,Michael E Briant,7.7
"The Mutants, Part One",9,15,"<p>The Doctor and Jo arrive on the planet Solos, on a assignment by the Time Lords. Where the Doctor and Jo learn that the native Solonians are mutating into ant-like mutant creatures and they uncover a conspiracy, where the evil Marshal of the Earth Empire plots to rule Solos for himself and plans to convert Solos atmosphere, since the planet's atmosphere is poisonous, so the planet can be colonized by the humans and he plans to wipe out all the mutated Solonians, who are evolving into a advanced super race.</p>",25,1972,Christopher Barry,8
"The Mutants, Part Two",9,16,<p>Ky transports himself and Jo down to Solos and the Marshal only agrees to help her if the Doctor assists Professor Jaeger in altering Solos' atmosphere.</p>,25,1972,Christopher Barry,7.7
"The Mutants, Part Three",9,17,<p>The Doctor and Varan travel down to Solos to search for Jo and Ky but the Marshal orders his men to pursue them.</p>,25,1972,Christopher Barry,7.7
"The Mutants, Part Four",9,18,"<p>The Doctor and his friends are led to safety by Professor Sondergaard, who tries to help the Doctor translate the tablets.</p>",25,1972,Christopher Barry,7.7
"The Mutants, Part Five",9,19,<p>The Marshal's premature use of Jaeger's experiment is threatening to destroy Solos' atmosphere and the Doctor returns to Skybase to try and correct the damage.</p>,25,1972,Christopher Barry,7.7
"The Mutants, Part Six",9,20,<p>The Doctor is forced to help the Marshal cover up his actions with the Investigator but Jo and the others attempt to escape to expose him.</p>,25,1972,Christopher Barry,7.7
"The Time Monster, Part One",9,21,"<p>UNIT are invited to observe a demonstration of the new TOMTIT machine, unaware its creator, Professor Thascales, is actually the Master.</p>",25,1972,Paul Bernard,7.8
"The Time Monster, Part Two",9,22,"<p>The Doctor realises the Master is trying to harness the power of Kronos, last of the Chronovores, but is unaware Percival is harbouring him at the institute.</p>",25,1972,Paul Bernard,7.7
"The Time Monster, Part Three",9,23,<p>The Master enlists the help of Krasis to control Kronos while Yates tries to bring the TARDIS to the institute only to come under attack from dangers from the past.</p>,25,1972,Paul Bernard,7.7
"The Time Monster, Part Four",9,24,<p>The Master prepares to travel back to Atlantis but the Doctor links his TARDIS to the Master's to try and stop him.</p>,25,1972,Paul Bernard,7.8
"The Time Monster, Part Five",9,25,"<p>Both TARDISes reach Atlantis, where the Doctor befriends King Dalios while the Master enlists the help of Queen Galleia to try and obtain the crystal of Kronos.</p>",25,1972,Paul Bernard,7.8
"The Time Monster, Part Six",9,26,<p>The Doctor enters the labyrinth to try and protect Jo from the minotaur but the Master has seized control of Atlantis and prepares to summon Kronos again.</p>,25,1972,Paul Bernard,7.8
"The Three Doctors, Part One",10,1,<p>The 10th Anniversary Serial has three incarnations of the Doctor meeting up to face the evil Omega in a universe of antimatter.</p>,25,1972,Lennie Mayne,8.7
"The Three Doctors, Part Two",10,2,<p>The third Doctor and Jo find themselves on an artificial world inside the black hole while the second Doctor tries to find a way to control the organism.</p>,25,1973,Lennie Mayne,8.7
"The Three Doctors, Part Three",10,3,<p>The Time Lord Omega reveals himself to the third Doctor along with plans for vengeance against his own kind.</p>,25,1973,Lennie Mayne,8.2
"The Three Doctors, Part Four",10,4,"<p>Omega reveals the purpose behind bringing the Doctor to his antimatter world, but the Doctor(s) discover a startling fact about Omega that he didn't know himself and eventually strike a bargain.</p>",25,1973,Lennie Mayne,8.5
"Carnival of Monsters, Part One",10,5,<p>The Doctor attempts to test his new dematerialisation circuit by taking Jo to Metebelis Three but instead the TARDIS arrives in the hold of a 1920s cargo ship.</p>,25,1973,Barry Letts,9.4
"Carnival of Monsters, Part Two",10,6,"<p>The Doctor and Jo attempt to find a way out of the Scope but, when Vorg attempts to entertain the Minorans, the crew of the Bernice suddenly become a lot more dangerous.</p>",25,1973,Barry Letts,9.1
"Carnival of Monsters, Part Three",10,7,<p>The Doctor and Jo return to the Bernice to try and aid their escape but find themselves pursued by the Drashigs.</p>,25,1973,Barry Letts,9.3
"Carnival of Monsters, Part Four",10,8,<p>The Doctor escapes from the Scope and joins forces with Vorg to try and save its inhabitants but Kalik is still determined to use the Drashigs to start a rebellion.</p>,25,1973,Barry Letts,9.3
"Frontier in Space, Part One",10,9,"<p>The Doctor and Jo discover The Master and the Ogrons are the masterminds behind the Galactic war between the Earth Federation and the Reptillian Draconian Empire and the Master has framed The Doctor and Jo as spies working for the Draconians. Only to discover The Master is also working with the Doctor's greatest enemies, The Daleks, who are also behind the galactic war.</p>",25,1973,Paul Bernard,9
"Frontier in Space, Part Two",10,10,"<p>The Doctor and Jo are taken to Earth, where both humans and Draconians believe them to be a spy for the other side.</p>",25,1973,Paul Bernard,8.8
"Frontier in Space, Part Three",10,11,<p>The Doctor is sentenced to life imprisonment at a lunar penal colony while Jo encounters an old enemy.</p>,25,1973,Paul Bernard,9.2
"Frontier in Space, Part Four",10,12,"<p>The Master rescues the Doctor from the lunar penal colony, aiming to take him and Jo to the Ogrons' planet, and the Doctor's attempt to escape leaves him stranded in space.</p>",25,1973,Paul Bernard,8.8
"Frontier in Space, Part Five",10,13,"<p>The Doctor, Jo and the Master are taken to Draconia, where the Doctor tries to convince the Draconians of the truth. But then the Ogrons attack.</p>",25,1973,Paul Bernard,8.8
"Frontier in Space, Part Six",10,14,"<p>The Doctor, Williams and the Draconian Prince head to the Ogrons' planet to find evidence of the Master's actions but the Master tricks Jo into leading them into a trap.</p>",25,1973,Paul Bernard,8.8
"Planet of the Daleks, Part One",10,15,"<p>The TARDIS lands on the jungle planet Spiridon, where the Doctor has fallen into a coma, where The Doctor has requested the Time Lords to pilot the TARDIS, so he and Jo can follow the Daleks to their base. Where Jo learns the Dalek's base has been located on Spiridon where the Daleks are attempting to discover the secrets of Invisibilty and create a bacterial virus in their goal of universal conquest. Where The Doctor, recovered from his coma and Jo are joined by a task-force of Thals and a native Spiridon named Wester, Where they not only set out to stop The Daleks evil plot, they also discover a army of 12,000 Daleks are in suspended animation and are waiting to be revived to begin their universal conquest and claim themselves as the supreme rulers of the galaxy.</p>",25,1973,David Maloney,9.1
"Planet of the Daleks, Part Two",10,16,"<p>The Doctor is captured by the Daleks, while Jo is rescued by a friendly Spridon named Wester.</p>",25,1973,David Maloney,8.9
"Planet of the Daleks, Part Three",10,17,<p>The Doctor and Codal escape from their cell and meet up with the Thal commandos who are trying to get into the Dalek base.</p>,25,1973,David Maloney,8.9
"Planet of the Daleks, Part Four",10,18,"<p>The Doctor and his friends escape from the Dalek base, prompting the Daleks to devise a plan to wipe them out.</p>",25,1973,David Maloney,8.9
"Planet of the Daleks, Part Five",10,19,<p>The Doctor and his friends ambush two Daleks as part of their planet to get back into the city but the Daleks are on the verge of unleashing their virus.</p>,25,1973,David Maloney,8.8
"Planet of the Daleks, Part Six",10,20,<p>The Doctor and his friends prepare to refreeze the Dalek army but the Dalek Supreme has arrived on the planet determined to destroy them all.</p>,25,1973,David Maloney,9
"The Green Death, Part One",10,21,"<p>While the Doctor plans a holiday to Metebelis Three, Jo and the Brigadier are intrigued by a mysterious death at a coal mine in Llanfairfach, which is being blamed on local company Global Chemicals.</p>",25,1973,Michael E Briant,8.6
"The Green Death, Part Two",10,22,<p>The Doctor and the Brigadier attempt to rescue Jo and Bert from the mine but Global Chemicals prove distinctly uncooperative.</p>,25,1973,Michael E Briant,8.6
"The Green Death, Part Three",10,23,<p>The Doctor and Jo manage to escape from the mine with a maggot egg but Stevens is determined to stop them analysing it.</p>,25,1973,Michael E Briant,8.8
"The Green Death, Part Four",10,24,<p>The Brigadier calls in a full UNIT force to deal with the giant maggots while the Doctor infiltrates Global Chemicals to find out what is really going on.</p>,25,1973,Michael E Briant,8.8
"The Green Death, Part Five",10,25,<p>The Doctor manages to escape from BOSS with help from Yates and discovers Cliff has been infected by a giant maggot.</p>,25,1973,Michael E Briant,8.8
"The Green Death, Part Six",10,26,"<p>The Doctor attempts to destroy the giant maggots and cure Cliff but the real threat is BOSS, who is poised to take over all the world's computers.</p>",25,1973,Michael E Briant,9.5
"The Time Warrior, Part One",11,1,"<p>The Brigadier asks the Doctor to investigate the disappearance of several scientists, only for him to find they have been abducted back in time.</p>",25,1973,Alan Bromly,9.2
"The Time Warrior, Part Two",11,2,"<p>The Doctor tracks the missing scientists to Irongron's castle, where Linx is using them to repair his spaceship and construct advanced weapons for Irongron.</p>",25,1973,Alan Bromly,8.8
"The Time Warrior, Part Three",11,3,<p>The Doctor escapes the castle with Sarah and Hal and must persuade Sir Edward to trust him before Irongron launches an attack on them.</p>,25,1973,Alan Bromly,8.8
"The Time Warrior, Part Four",11,4,"<p>The Doctor attempts to return the scientists to their own time, before Linx tries to use his spaceship and destroys the entire castle.</p>",25,1974,Alan Bromly,8.6
"Invasion of the Dinosaurs, Part One",11,5,"<p>The Doctor and Sarah return to London in the present day only to find the city strangely deserted, while nearby UNIT are dealing with a series of monster appearances.</p>",25,1974,Paddy Russell,9
"Invasion of the Dinosaurs, Part Two",11,6,"<p>The Doctor and Sarah returns to present-day Earth, where they find London has been evacuated, and Dinosaurs are on the loose and they are mistaken for looters. Assisting U.N.I.T in the emergency, The Doctor and Sarah discovers corrupt politician Sir Charles Grover MP, renegade scientists Butler and Professor Whitaker and military officer General Finch are using a time machine to bring the dinosaurs from the past to the present as part of they scheme to bring the human race back to a ""Golden Age"" before the world was polluted.</p>",25,1974,Paddy Russell,9
"Invasion of the Dinosaurs, Part Three",11,7,"<p>Yates sabotages the Doctor's equipment to stop him finding the location of Whitaker's base but then the tyrannosaur escapes, placing Sarah in danger.</p>",25,1974,Paddy Russell,8.6
"Invasion of the Dinosaurs, Part Four",11,8,<p>Sarah attempts to find a way off the spaceship while the Doctor tries to track down the source of the time displacements.</p>,25,1974,Paddy Russell,8.8
"Invasion of the Dinosaurs, Part Five",11,9,"<p>The Doctor has been framed as the monster maker by Finch and is on the run from the army, while Sarah attempts to alert UNIT to what Grover is up to.</p>",25,1974,Paddy Russell,9
"Invasion of the Dinosaurs, Part Six",11,10,<p>The Doctor is rescued from Finch by the Brigadier and Benton and tries to persuade them to stop Grover before millions of people are erased from history.</p>,25,1974,Paddy Russell,9
"Death to the Daleks, Part One",11,11,"<p>As the TARDIS heads to the paradise planet Florana where the Doctor and Sarah go for a holiday, the TARDIS goes off-course and arrives on the barren planet Exxilon, where the TARDIS is loosing power. The Doctor and Sarah finds a group of humans and Daleks are searching for Parrinium, a mineral which is the only antidote to a space plague. Both parties encounter the native people and trouble ensues. In an attempt to find what caused the power-loss, the Doctor, chased by the Daleks, enter the Exxilon's lost city to be able to stop the power draining phenomenon.</p>",25,1974,Michael E Briant,8.8
"Death to the Daleks, Part Two",11,12,"<p>The Doctor and the MSC crew join forces with the Daleks to mine the parrinium, only to come under attack from the Exxilons.</p>",25,1974,Michael E Briant,8.6
"Death to the Daleks, Part Three",11,13,"<p>The Doctor and Sarah meet up with Bellal, who helps them escape from the Daleks and explains the origin of the City.</p>",25,1974,Michael E Briant,8.8
"Death to the Daleks, Part Four",11,14,<p>The Doctor and Bellal continue to penetrate the City's defences while Sarah and Jill try to stop the Daleks leaving with the parrinium.</p>,25,1974,Michael E Briant,9
"The Monster of Peladon, Part One",11,15,"<p>Returning to the medieval planet Peladon (50 years after ""The Curse of Peladon"") The Doctor and Sarah find King Peladon's daughter Queen Thalira has inherited the throne and the galactic Federation is at war with Galaxy Five and The Federation requires the mineral Trisilicate that will end the war. Only to discover the miners led by the mad rebel Ettis are rebelling and refusing to work, as the ghost of the loyal best Aggedor is frightening and killing off Miners, only to discover the ghost of Aggedor is a holographic projection and the culprits are a task-force of renegade Ice Warriors led by Commander Azaxyr and traitorous federation mining engineer Eckersley who have betrayed the Federation to Galaxy Five.</p>",25,1974,Lennie Mayne,9.2
"The Monster of Peladon, Part Two",11,16,"<p>The Doctor is rescued by Gebek, prompting him to try and help the miners, but his advice results in Ettis launching another attack on the armoury.</p>",25,1974,Lennie Mayne,9.2
"The Monster of Peladon, Part Three",11,17,"<p>The Doctor and Sarah pacify Aggedor and the Doctor encourages the Queen to make peace with the miners, but Ortron soon has him under arrest again.</p>",25,1974,Lennie Mayne,9.2
"The Monster of Peladon, Part Four",11,18,<p>The Ice Warriors take control of the planet and force the miners to return to work but Ettis takes the opportunity to try and destroy the citadel.</p>,25,1974,Lennie Mayne,9.2
"The Monster of Peladon, Part Five",11,19,<p>Sarah and Alpha Centauri decide to try and alert the Federation to what the Ice Warriors are up to but first they have to escape from the throne room.</p>,25,1974,Lennie Mayne,9.2
"The Monster of Peladon, Part Six",11,20,<p>The Doctor turns the Aggedor spirit against the Ice Warriors to aid the Peladonians in their battle but Eckersley attacks him with the security system.</p>,25,1974,Lennie Mayne,9.2
"Planet of the Spiders, Part One",11,21,"<p>While the Doctor carries out an investigation into ESP, Mike Yates asks Sarah to look into some strange goings on at a meditation centre he's attending.</p>",25,1974,Barry Letts,9.2
"Planet of the Spiders, Part Two",11,22,"<p>Lupton forms an alliance with the spider to steal the Doctor's blue crystal, while Sarah and Mike attempt to alert people to what they've seen.</p>",25,1974,Barry Letts,9
"Planet of the Spiders, Part Three",11,23,<p>The Doctor and Sarah head to the meditation centre to try and get the crystal back while Lupton prepares to return it to Metebelis Three.But all their plans are disrupted when it is stolen by Tommy.</p>,25,1974,Barry Letts,9
"Planet of the Spiders, Part Four",11,24,<p>Sarah is captured by the spiders' guards while the Doctor tries to help Arak and the others strike back against the spiders.</p>,25,1974,Barry Letts,9.2
"Planet of the Spiders, Part Five",11,25,"<p>The Doctor escapes from the spiders' larder only to encounter the Great One, while Sarah makes a deal with the Queen Spider.</p>",25,1974,Barry Letts,9
"Planet of the Spiders, Part Six",11,26,<p>K'Anpo persuades the Doctor he must face his fear and return the crystal to the Great One.But first they need to get past Barnes and his men.</p>,25,1974,Barry Letts,9.2
"Robot, Part One",12,1,"<p>Can the Doctor, now in his fourth incarnation. Recover from his post regenerative trauma to save the Earth from Think Tank and their plot for world domination.</p>",25,1974,Christopher Barry,9
"Robot, Part Two",12,2,<p>The Doctor and Sarah become convinced Think Tank are behind the electronic component thefts but are unable to stop them carrying out another raid.</p>,25,1975,Christopher Barry,8.4
"Robot, Part Three",12,3,<p>Sarah and Kettlewell infiltrate an SRS meeting to try and find out what Miss Winters is up to but there is a surprise in store.</p>,25,1975,Christopher Barry,8.6
"Robot, Part Four",12,4,<p>UNIT attempt to get into the bunker to stop Miss Winters setting off the world's nuclear missiles but first they have to get past the K1.</p>,25,1975,Christopher Barry,8.4
"The Ark in Space, Part One",12,5,"<p>The Doctor's attempt to give Harry a trip in the TARDIS sees the two of them and Sarah arriving onboard space station Nerva in the far future, with some rather deadly security mechanisms.</p>",25,1975,Rodney Bennett,8.5
"The Ark in Space, Part Two",12,6,"<p>The Doctor and Harry revive the Ark's medtech, Vira, to help Sarah.But when station commander Noah is revived, he becomes suspicious of the newcomers.</p>",25,1975,Rodney Bennett,8.5
"The Ark in Space, Part Three",12,7,"<p>Knowing that Noah has been infected by the Wirrn, the Doctor persuades Vira to halt the reviving of her people, knowing it will place them in danger as well.</p>",25,1975,Rodney Bennett,8.5
"The Ark in Space, Part Four",12,8,"<p>The Doctor tries to protect the humans still in cryogenic suspension from the Wirrn, who are determined to use Earth as their new breeding ground.</p>",25,1975,Rodney Bennett,8.3
"The Sontaran Experiment, Part One",12,9,"<p>The Doctor, Sarah and Harry teleports to Earth to ensure the planet is safe for the survivors on-board Nerva Beacon to return to Earth and re-inhabit their world. Only to find a Sontaran named Styre has captured a group of humans and conducting experiments on them to discover the human body's weaknesses, as part of the Sontaran's goal for domination of the galaxy.</p>",25,1975,Rodney Bennett,9
"The Sontaran Experiment, Part Two",12,10,<p>The Doctor learns that Styre has been experimenting on the Galsec crewmembers to pave the way for a Sontaran invasion of Earth and decides the only way to halt his plans is to challenge him to a duel.</p>,25,1975,Rodney Bennett,9
"Genesis of the Daleks, Part One",12,11,<p>The Doctor and his companions are sent to the planet Skaro by the Time Lords to prevent the creation of the Daleks.</p>,25,1975,David Maloney,9.4
"Genesis of the Daleks, Part Two",12,12,"<p>The Doctor and Harry are taken to the Kaled bunker where Davros is preparing to demonstrate the Daleks, while Sarah is captured by the Thals and taken to their city as a slave worker.</p>",25,1975,David Maloney,9.2
"Genesis of the Daleks, Part Three",12,13,<p>The Doctor and Harry head to the Kaled city to alert the authorities to Davros' plans while Sarah and Sevrin are forced to work on the completion of the Thals' rocket.</p>,25,1975,David Maloney,9
"Genesis of the Daleks, Part Four",12,14,<p>The Doctor fails to prevent the Thals from destroying the Kaled city but they don't have long to enjoy their victory before the Daleks attack.</p>,25,1975,David Maloney,9.4
"Genesis of the Daleks, Part Five",12,15,<p>The Doctor is forced to give Davros full details of future Dalek victories but opposition to Davros' plans is growing among the Kaleds and soon there is open rebellion.</p>,25,1975,David Maloney,9.2
"Genesis of the Daleks, Part Six",12,16,"<p>Gharman tries to convince the Kaleds to vote against the Dalek project but Davros has a trick up his sleeve, while the Doctor works to destroy the tape recording of Dalek victory and the Thals plan an intervention of their own.</p>",25,1975,David Maloney,9.4
"Revenge of the Cybermen, Part One",12,17,"<p>The Time Ring returns The Doctor, Sarah and Harry to Nerva Beacon thousands of years before they left. Where the Doctor, Sarah and Harry find the Beacon's crew have been wiped out by a space plague, only to discover the crew have been murdered by a cybermat and the culprits are the Cybermen and geologist Professor Kellman who bid to wipe out ""Voga"" a planet of gold, home of the subterranean Vogans who defeated the Cybermen in a war.</p>",25,1975,Michael E Briant,9
"Revenge of the Cybermen, Part Two",12,18,<p>The Doctor transmits Sarah and Harry down to Voga to cure Sarah of the Cybermat's poison but Kellman's sabotage means he is unable to bring them back.</p>,25,1975,Michael E Briant,8.8
"Revenge of the Cybermen, Part Three",12,19,"<p>The Cybermen force the Doctor, Stevenson and Lester to carry bombs to the centre of Voga while Sarah, Harry and Tyrum decide to contact Vorus.</p>",25,1975,Michael E Briant,9
"Revenge of the Cybermen, Part Four",12,20,"<p>The Doctor, Harry and Lester try to destroy the Cybermen's relay device, while the Vogans prepare to destroy Nerva even though Sarah is still on board.</p>",25,1975,Michael E Briant,8.8
"Terror of the Zygons, Part One",13,1,"<p>The Doctor, Sarah and Harry are summoned back to Earth, where the Brigadier asks them to investigate the destruction of a series of North Sea oil rigs.</p>",25,1975,Douglas Camfield,9.4
"Terror of the Zygons, Part Two",13,2,<p>The Zygon traps the Doctor and Sarah in a decompression chamber while Harry is taken to the aliens' underwater ship.</p>,25,1975,Douglas Camfield,9.4
"Terror of the Zygons, Part Three",13,3,<p>The Doctor and the Brigadier begin to realise who the Zygon imposters among them are while Sarah discovers a secret tunnel to the underwater ship.</p>,25,1975,Douglas Camfield,9.2
"Terror of the Zygons, Part Four",13,4,<p>UNIT attempt to track down the Zygon ship while Broton prepares to have the Skarasen attack London.</p>,25,1975,Douglas Camfield,9.2
"Planet of Evil, Part One",13,5,"<p>The Doctor and Sarah answer a distress call and find themselves on Zeta Minor, the last planet of the known universe, where a Morestran expedition has gone missing.</p>",25,1975,David Maloney,8.8
"Planet of Evil, Part Two",13,6,<p>The Doctor realises that Zeta Minor lies on the boundary between the universes of matter and anti-matter and something on the planet won't let the Morestrans leave.</p>,25,1975,David Maloney,8.8
"Planet of Evil, Part Three",13,7,<p>The Doctor makes a deal with the Anti-Matter Beast to return all the anti-matter to the planet but Sorenson is determined to continue his research.</p>,25,1975,David Maloney,9
"Planet of Evil, Part Four",13,8,<p>The Doctor tries to convince Sorenson to sacrifice himself for the rest of the crew but Salamar's attempt to deal with the situation causes their problem to multiply.</p>,25,1975,David Maloney,8.8
"Pyramids of Mars, Part One",13,9,"<p>The Doctor and Sarah are drawn off course and, instead of UNIT HQ, they arrive on the same site in 1911.</p>",25,1975,Paddy Russell,9.4
"Pyramids of Mars, Part Two",13,10,"<p>The Doctor, Sarah and Laurence try to find a way to sever Sutekh's link to the mummies while poacher Ernie Clements finds the priory surrounded by a forcefield.</p>",25,1975,Paddy Russell,9.2
"Pyramids of Mars, Part Three",13,11,<p>The Doctor and Sarah try to destroy Sutekh's rocket but the Osiran's mental powers prove too great for them.</p>,25,1975,Paddy Russell,9.2
"Pyramids of Mars, Part Four",13,12,"<p>Sutekh forces the Doctor to transport Scarman and a mummy to Mars, where the Doctor and Sarah try to stop them destroying the Eye of Horus.</p>",25,1975,Paddy Russell,9.2
"The Android Invasion, Part One",13,13,<p>The Doctor and Sarah return to Earth in the present day to find a strangely deserted village and woods stalked by white-clad figures.</p>,25,1975,Barry Letts,8.8
"The Android Invasion, Part Two",13,14,"<p>The Doctor suspects Crayford brought something to Earth in his rocket, as he and Sarah find themselves hunted by UNIT.</p>",25,1975,Barry Letts,8.8
"The Android Invasion, Part Three",13,15,<p>The Doctor is captured by Styggron and left to die in the destruction of the fake village but Sarah escapes from the disorientation chamber to try and rescue him.</p>,25,1975,Barry Letts,8.5
"The Android Invasion, Part Four",13,16,<p>The Doctor and Sarah reach Earth and try to warn the research centre about the Kraal invasion before Styggron unleashes his virus.</p>,25,1975,Barry Letts,8.8
"The Brain of Morbius, Part One",13,17,"<p>The Tardis lands on the bleak planet Karn, in a spaceship graveyard, where The Doctor and Sarah find a evil scientist called Doctor Solon is constructing a new body for the brain of a evil time lord known as Morbius, whom The Doctor thought was executed by the high council on Gallifrey. Where Morbius with his new body plots to rule the galaxy.</p>",25,1976,Christopher Barry,9
"The Brain of Morbius, Part Two",13,18,<p>The Sisterhood prepare to sacrifice the Doctor to the Sacred Flame and Sarah is injured while rescuing him.</p>,25,1976,Christopher Barry,9
"The Brain of Morbius, Part Three",13,19,"<p>The Doctor attempts to restore the Sacred Flame to prove his good intentions to the Sisterhood, while Solon prepares to connect the brain of Morbius to his body.</p>",25,1976,Christopher Barry,9.2
"The Brain of Morbius, Part Four",13,20,"<p>Morbius goes on the rampage, forcing the Doctor and Solon to team up to try and bring him back under control.</p>",25,1976,Christopher Barry,9
"The Seeds of Doom, Part One",13,21,"<p>Members of the World Ecology Bureau discover a centuries-old seed pod buried deep in Antarctica's permafrost. It seems to be still alive, growing without soil. They transmit a photo to London where Richard Dunbar of the W.E.B. shares it with the Doctor. Wary of what it might be, the Doctor immediately flies down with Sarah. They don't know that Dunbar is a leak in the bureau and has tipped off the discovery to a rich plant fanatic named Harrison Chase. Chase sends a thug and a plant expert down to verify the discovery and fetch it back by any means possible. But before anyone arrives, the pod hatches and the tendril-like life form within attaches itself to one of the men, turning him green. It's as The Doctor feared: they're dealing with a Krynoid.</p>",25,1976,Douglas Camfield,8.4
"The Seeds of Doom, Part Two",13,22,"<p>With a killer Krynoid on the loose, the Doctor, Sarah and the last surviving member of the expedition concentrate on hunting it down, unmindful of Chase's men who, once they learn of the second Krynoid pod (which always travel through space in pairs), work to obtain it and eliminate all possible witnesses.</p>",25,1976,Douglas Camfield,8.2
"The Seeds of Doom, Part Three",13,23,"<p>Surviving two attempts to end their lives, the Doctor and Sarah seek the identity of the plant fanatic who ordered the hit on the arctic base, pursuing their only lead - a commissioned painting of a rare flower left in the boot of a car. Chase, meanwhile, is doing all he can to encourage the hatching of the Krynoid pod.</p>",25,1976,Douglas Camfield,8.6
"The Seeds of Doom, Part Four",13,24,"<p>Sarah is saved from a Krynoid fate and runs off, but the same can't be said for one of Chase's men. Not only is he simultaneously devoured and transformed, his fascinated employer will do all he can to encourage the process. The Doctor gets introduced to Chase's grinder and compost acceleration chamber, which promises him a painful yet swift death en route to making him one with nature, via the garden's nutrient pump. The situation has finally gone too far for Dunbar, who outs his own involvement in this matter and stands up to Chase, only to come face to face with a fully developed Krynoid.</p>",25,1976,Douglas Camfield,8
"The Seeds of Doom, Part Five",13,25,"<p>In the interest of self-preservation, Chase's men side with The Doctor against the Krynoid, but the Krynoid - now bigger than the Chase Mansion - invites The Doctor to join it, promising to leave the others alone if he does. People within a mile of the Chase Estate, however, start getting strangled by their plants, while Chase, snapping photos of the Krynoid, has a significant one-on-one encounter with it.</p>",25,1976,Douglas Camfield,8.2
"The Seeds of Doom, Part Six",13,26,"<p>Chase is obviously under Krynoid control. The Doctor suspects possession but, with the mountainous Krynoid nearing maturity and whacking the mansion to pieces, he concerns himself with the bigger picture and orders the mansion - with Sarah and him still inside - to be bombed.</p>",25,1976,Douglas Camfield,8
"The Masque of Mandragora, Part One",14,1,"<p>The Doctor and Sarah are drawn into the Mandragora Helix, an entity which exists among the stars and which transports the TARDIS to 15th century Italy.</p>",25,1976,Rodney Bennett,8.4
"The Masque of Mandragora, Part Two",14,2,<p>The Doctor rushes to rescue Sarah from the Brethren of Demnos while Mandragora tries to bring them under its control.</p>,25,1976,Rodney Bennett,8.6
"The Masque of Mandragora, Part Three",14,3,"<p>The Doctor saves Giuliano from Federico's men, then they try to find Sarah, unaware Hieronymous has hypnotised her to kill the Doctor.</p>",25,1976,Rodney Bennett,8.4
"The Masque of Mandragora, Part Four",14,4,"<p>With Mandragora having taken complete control of the brethren, the Doctor tries to find a way to drain off the Mandragora energy on Earth before it wipes out the guests at Giuliano's masque.</p>",25,1976,Rodney Bennett,8.4
"The Hand of Fear, Part One",14,5,"<p>The Doctor and Sarah arrive in a quarry during blasting operations and when Sarah is buried under rubble, she discovers a stone hand.</p>",25,1976,Lennie Mayne,7.8
"The Hand of Fear, Part Two",14,6,<p>The Doctor and Carter attempt to gain the trust of the Nunton staff before Sarah takes the hand into the reactor.</p>,25,1976,Lennie Mayne,7.8
"The Hand of Fear, Part Three",14,7,<p>Eldrad uses the energy from the reactor to regenerate herself and tries to force the Doctor and Sarah to take her back to Kastria.</p>,25,1976,Lennie Mayne,8
"The Hand of Fear, Part Four",14,8,<p>The Doctor and Sarah attempt to get Eldrad to the regeneration chamber but Rokon has left traps in their path.</p>,25,1976,Lennie Mayne,8
"The Deadly Assassin, Part One",14,9,<p>A mysterious evil is at work on Gallifrey. The President of the Time Lords has been assassinated and the Doctor caught red-handed. An inexorable master plan has been set in motion. There can be no escape</p>,25,1976,David Maloney,9.6
